1,2,3,4,5,6,7,8
Fe,Fe,Fe,Co,Co,Ni,Cu,Fe
Fe,Co,Cu,Cu,Cu,Ni,Cu,Cu
Co,Cu,Cu,Cu,Ni,Cu,Cu,Cu
Fe,Cu,Cu,Cu,Cu,Cu,Co,Cu
Co,Cu,Cu,Ni,Cu,Cu,Cu,Cu
Co,Cu,Cu,Cu,Cu,Ni,Cu,Fe
Cu,Cu,Cu,Cu,Ni,Cu,Cu,Co
Co,Cu,Cu,Cu,Cu,Ni,Cu,Cu
Co,Cu,Cu,Cu,Cu,Cu,Ni,Cu
Fe,Co,Cu,Cu,Ni,Cu,Cu,Cu
Cu,Ni,Cu,Cu,Cu,Cu,Cu,Co
Cu,Cu,Cu,Cu,Cu,Ni,Cu,Co
Fe,Co,Cu,Ni,Cu,Cu,Cu,Cu
Co,Cu,Ni,Cu,Cu,Cu,Fe,Fe
Fe,Cu,Cu,Cu,Co,Cu,Cu,Cu
Fe,Ni,Co,Co,Cu,Fe,Co,Co
Ni,Cu,Fe,Fe,Fe,Co,Co,Co
Ni,Co,Co,Co,Cu,Fe,Co,Co
Ni,Co,Co,Co,Cu,Fe,Fe,Co
Ni,Co,Co,Cu,Fe,Fe,Fe,Co
Ni,Cu,Fe,Fe,Co,Co,Co,Co
Co,Co,Ni,Cu,Fe,Fe,Fe,Fe
Fe,Ni,Co,Co,Co,Cu,Fe,Co
Fe,Fe,Ni,Co,Co,Cu,Fe,Co
Ni,Co,Co,Cu,Fe,Fe,Fe,Fe
Fe,Ni,Co,Cu,Fe,Fe,Co,Co
Fe,Fe,Fe,Ni,Co,Cu,Fe,Co
Fe,Ni,Cu,Fe,Fe,Co,Co,Co
Fe,Ni,Co,Cu,Fe,Co,Co,Co
Fe,Fe,Ni,Co,Cu,Fe,Fe,Co
Fe,Ni,Co,Co,Cu,Fe,Fe,Co
Fe,Fe,Ni,Co,Co,Cu,Fe,Fe
Fe,Fe,Co,Co,Ni,Cu,Fe,Fe
Fe,Fe,Ni,Co,Cu,Fe,Co,Co
Fe,Ni,Co,Co,Cu,Fe,Fe,Fe
Ni,Co,Co,Cu,Co,Co,Co,Co
Ni,Co,Cu,Fe,Fe,Fe,Co,Co
Ni,Co,Cu,Fe,Fe,Fe,Fe,Co
Ni,Co,Co,Cu,Fe,Fe,Co,Co
Co,Ni,Cu,Co,Co,Co,Co,Co
Ni,Ni,Co,Co,Co,Ni,Cu,Co
Co,Co,Ni,Cu,Co,Co,Co,Co
Ni,Ni,Co,Cu,Co,Co,Co,Co
Ni,Co,Co,Co,Ni,Ni,Cu,Co
Fe,Fe,Co,Fe,Fe,Fe,Fe,Cu
Ni,Co,Co,Co,Co,Co,Cu,Co
Ni,Co,Co,Co,Cu,Co,Co,Co
Co,Cu,Fe,Fe,Fe,Fe,Fe,Fe
Co,Co,Co,Ni,Ni,Ni,Cu,Co
Co,Co,Co,Co,Ni,Cu,Co,Co
Fe,Fe,Fe,Fe,Co,Cu,Fe,Fe
Ni,Ni,Co,Ni,Cu,Co,Co,Co
Co,Co,Cu,Cu,Ni,Cu,Cu,Fe
Ni,Ni,Ni,Co,Ni,Cu,Co,Co
Co,Co,Co,Ni,Cu,Co,Co,Co
Fe,Fe,Co,Cu,Fe,Fe,Fe,Fe
